Title,Link,Job Type,Campany,Location
Data Analysis/Analytics Instructor (Excel - Power BI),https://wuzzuf.net/jobs/p/BU3QKvgTDjow-Data-AnalysisAnalytics-Instructor-Excel---Power-BI-EpsilonAI-Cairo-Egypt,Full TimePart TimeFreelance / ProjectHybrid,EpsilonAI -,"Nasr City, Cairo, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/wI3Thsl5lvm8-Data-Analyst-Giza-Egypt,Full TimeHybrid,Confidential -,"Mohandessin, Giza, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/Q2yPRfwbwbYt-Data-Analyst-Sequel-Solutions-Cairo-Egypt,Full TimeRemote,Sequel Solutions -,"Cairo, Egypt "
Financial Planning And Analysis ( FP & A ),https://wuzzuf.net/jobs/p/k6U30JjorT5n-Financial-Planning-And-Analysis-FP-A-Mafad-Contracting-Company-Alexandria-Egypt,Full TimeOn-site,Mafad Contracting Company   -,"Alexandria, Egypt "
Financial Planning and Analysis,https://wuzzuf.net/jobs/p/aYmnEBAEXDhZ-Financial-Planning-and-Analysis-Cleopatra-Hospitals-Group-Cairo-Egypt,Full TimeOn-site,Cleopatra Hospitals Group -,"Heliopolis, Cairo, Egypt "
Senior Data Analyst,https://wuzzuf.net/jobs/p/V7KZ7MXENQzR-Senior-Data-Analyst-Partners-Outsourcing-Solutions-Alexandria-Egypt,Full TimeOn-site,Partners Outsourcing Solutions -,"San Stefano, Alexandria, Egypt "
Data Scientist,https://wuzzuf.net/jobs/p/oXGuBSKjYv5b-Data-Scientist-Lumin-Giza-Egypt,Full TimeHybrid,Lumin -,"Sheikh Zayed, Giza, Egypt "
Repair Order Specialist (Data Analyst),https://wuzzuf.net/jobs/p/FV8bfmJzTSSY-Repair-Order-Specialist-Data-Analyst-OPPO-Egypt-Cairo-Egypt,Full TimeOn-site,OPPO Egypt  -,"Nasr City, Cairo, Egypt "
Data Analyst (Supply Chain),https://wuzzuf.net/jobs/p/QFNPKl2AOhTw-Data-Analyst-Supply-Chain-Cleopatra-Hospitals-Group-Cairo-Egypt,Full TimeOn-site,Cleopatra Hospitals Group -,"New Cairo, Cairo, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/PjEL8BkeqRTd-Data-Analyst-Kellogg-Tolaram-Noodles-Egypt-LLC-Cairo-Egypt,Full TimeOn-site,Kellogg Tolaram Noodles Egypt LLC -,"Cairo, Egypt "
Senior Data Analyst Specialist,https://wuzzuf.net/jobs/p/QK5LF3SnRhJn-Senior-Data-Analyst-Specialist-Cairo-Three-A-Poultry-Cairo-Egypt,Full TimeOn-site,Cairo Three A Poultry -,"Cairo, Egypt "
Senior Data Scientist - Hybrid,https://wuzzuf.net/jobs/p/vNVfWIIz9Knf-Senior-Data-Scientist---Hybrid-Seoudi-Supermarket-Giza-Egypt,Full TimeHybrid,Seoudi Supermarket -,"Sheikh Zayed, Giza, Egypt "
Data Analyst Specialist - FMCG,https://wuzzuf.net/jobs/p/52X4q71U8eqJ-Data-Analyst-Specialist---FMCG-Cairo-Egypt,Full TimeOn-site,Confidential -,"Obour City, Cairo, Egypt "
Senior Data Engineer ( Informatica Experience),https://wuzzuf.net/jobs/p/AfqnVxatPPTp-Senior-Data-Engineer-Informatica-Experience-BBI-Consultancy-Cairo-Egypt,Full TimeHybrid,BBI-Consultancy -,"Nasr City, Cairo, Egypt "
Associate – Business Research (Data & Operations),https://wuzzuf.net/jobs/p/9GuFwC4tkYER-Associate-–-Business-Research-Data-Operations-CRIF-EGYPT-Cairo-Egypt,Full TimeOn-site,CRIF EGYPT -,"Heliopolis, Cairo, Egypt "
Senior Data Analyst,https://wuzzuf.net/jobs/p/swnepdY8bJoV-Senior-Data-Analyst-Trufla-Cairo-Egypt,Full TimeHybrid,Trufla -,"Cairo, Egypt "
Business Analyst,https://wuzzuf.net/jobs/p/U4w1YCO6WgTm-Business-Analyst-Transformation-Experts-Cairo-Egypt,Full TimeFreelance / ProjectRemote,Transformation Experts -,"Cairo, Egypt "
Real Time Analyst,https://wuzzuf.net/jobs/p/CQIjt8zLgbNt-Real-Time-Analyst-Nile-Projects-Trading-Alexandria-Egypt,Full TimeOn-site,Nile Projects & Trading -,"Alexandria, Egypt "
External Marketing Manager,https://wuzzuf.net/jobs/p/7zmh3hXaX0Zt-External-Marketing-Manager-Iso-Eagle-Cairo-Egypt,Full TimeOn-site,Iso Eagle -,"Downtown, Cairo, Egypt "
Oracle Fusion Financial Support Specialist,https://wuzzuf.net/jobs/p/NeoGWHuGZsSK-Oracle-Fusion-Financial-Support-Specialist-Cairo-Egypt,Full TimeOn-site,Confidential -,"10th of Ramadan City, Cairo, Egypt "
Marketing Analyst,https://wuzzuf.net/jobs/p/6tH0ACNpl7Oa-Marketing-Analyst-Saveto-Cairo-Egypt,Full TimeOn-site,Saveto  -,"Nasr City, Cairo, Egypt "
Logistics Executive,https://wuzzuf.net/jobs/p/xT9eSc9K69JZ-Logistics-Executive-AgroTrade-for-Import-and-Export-Cairo-Egypt,Full TimeOn-site,AgroTrade for Import and Export -,"Mokattam, Cairo, Egypt "
CFO,https://wuzzuf.net/jobs/p/KoGk56Pu1p67-CFO-Cairo-Egypt,Full TimeOn-site,Confidential -,"Cairo, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/Ew06jMg0TCRP-Data-Analyst-Lecico-Egypt-Alexandria-Egypt,Full TimeOn-site,Lecico Egypt -,"Alexandria, Egypt "
Retail Business Analyst Specialist,https://wuzzuf.net/jobs/p/RU6haaYZKd0W-Retail-Business-Analyst-Specialist-Healthy-Tasty-Cairo-Egypt,Full TimeOn-site,Healthy & Tasty -,"Maadi, Cairo, Egypt "
Accounting Internship.,https://wuzzuf.net/internship/AhH1RG221xhV-Accounting-Internship-Allianz-Cairo-Egypt,InternshipOn-site,Allianz -,"New Cairo, Cairo, Egypt "
Operations Specialist,https://wuzzuf.net/jobs/p/4ZD9UooKrvWD-Operations-Specialist-Bloommena-Advertising-company-Cairo-Egypt,Full TimeOn-site,Bloommena Advertising company -,"New Cairo, Cairo, Egypt "
Data Analyst,https://wuzzuf.net/internship/zcMtcA8HdsYD-Data-Analyst-Sequel-Solutions-Cairo-Egypt,InternshipRemote,Sequel Solutions -,"Cairo, Egypt "
Senior Data Analyst,https://wuzzuf.net/jobs/p/yzcJX8iJQBXj-Senior-Data-Analyst-Al-Ahly-Medical-Company-Giza-Egypt,Full TimeOn-site,Al Ahly Medical Company -,"Giza, Giza, Egypt "
Sr. Mechanical Quantity Surveyor Engineer,https://wuzzuf.net/jobs/p/xCdbipxHIf1P-Sr-Mechanical-Quantity-Surveyor-Engineer-Atrium-Egypt-Cairo-Egypt,Full TimeOn-site,Atrium Egypt -,"Madinaty, Cairo, Egypt "
Chief Operating Officer,https://wuzzuf.net/jobs/p/HQiEm1CX0DQz-Chief-Operating-Officer-Cairo-Egypt,Full TimeOn-site,Confidential -,"10th of Ramadan City, Cairo, Egypt "
CFO,https://wuzzuf.net/jobs/p/ULzTDpMaJY96-CFO-AM-INTERNATIONAL-FOR-ENGINEERING-WORKS-Cairo-Egypt,Full TimeOn-site,A&M INTERNATIONAL FOR ENGINEERING WORKS  -,"New Capital, Cairo, Egypt "
Warehouse Specialist,https://wuzzuf.net/jobs/p/Ol2PXQcEutfn-Warehouse-Specialist-Seoudi-Supermarket-Giza-Egypt,Full TimeOn-site,Seoudi Supermarket -,"6th of October, Giza, Egypt "
Sr. Software Business Analysis,https://wuzzuf.net/jobs/p/by2bi5esq26c-Sr-Software-Business-Analysis-Safa-Soft-Cairo-Egypt,Full TimeOn-site,Safa Soft -,"Maadi, Cairo, Egypt "
Quality Assurance - Giza,https://wuzzuf.net/jobs/p/FPXYk8ZRtZdL-Quality-Assurance---Giza-Hebeish-Group-Giza-Egypt,Full TimeOn-site,Hebeish Group -,"6th of October, Giza, Egypt "
Bank Accountant,https://wuzzuf.net/jobs/p/KQfuyqIFOjGf-Bank-Accountant-El-Abd-Group-Giza-Egypt,Full TimeOn-site,El Abd Group -,"Dokki, Giza, Egypt "
Senior Accountant,https://wuzzuf.net/jobs/p/aD9pp80nlFn2-Senior-Accountant-Cairo-Egypt,Full TimeOn-site,Confidential -,"Nasr City, Cairo, Egypt "
Senior Data Analyst,https://wuzzuf.net/jobs/p/qYCg3Odt5Ikm-Senior-Data-Analyst-Tamweely-Cairo-Egypt,Full TimeOn-site,Tamweely -,"Shubra, Cairo, Egypt "
Distribution Replenishment Planning (DRP) Specialist,https://wuzzuf.net/jobs/p/gcyELoiOfBeo-Distribution-Replenishment-Planning-DRP-Specialist-Tiba-Egypt-Cairo-Egypt,Full TimeOn-site,Tiba Egypt  -,"Maadi, Cairo, Egypt "
Financial Analyst/Investment Banking,https://wuzzuf.net/jobs/p/OEWmmHqKSVvT-Financial-AnalystInvestment-Banking-Intercap-Capital-Giza-Egypt,Full TimeOn-site,Intercap Capital  -,"Dokki, Giza, Egypt "
Senior Analyst/Investment Banking,https://wuzzuf.net/jobs/p/4DURzNByBOMr-Senior-AnalystInvestment-Banking-Intercap-Capital-Giza-Egypt,Full TimeOn-site,Intercap Capital  -,"Dokki, Giza, Egypt "
Senior Financial Planning and Analysis Specialist,https://wuzzuf.net/jobs/p/xYgMdVghb3Bk-Senior-Financial-Planning-and-Analysis-Specialist-Ibn-Sina-Pharma-Cairo-Egypt,Full TimeOn-site,Ibn Sina Pharma -,"Maadi, Cairo, Egypt "
Data Analysis,https://wuzzuf.net/jobs/p/g/O5pVVHzYVwDd-Data-Analysis-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
Data Analysis/Modeling Manager,https://wuzzuf.net/jobs/p/g/H81Ovb7buRHA-Data-AnalysisModeling-Manager-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
Master Data Management Section Head,https://wuzzuf.net/jobs/p/NOJFVlfjFcvH-Master-Data-Management-Section-Head-La-Poire-Cairo-Egypt,Full TimeOn-site,La Poire -,"Cairo, Egypt "
External Auditor,https://wuzzuf.net/jobs/p/9yePDeUegQoB-External-Auditor-Rb-consulting-and-training-services-Co-Cairo-Egypt,Full TimeOn-site,Rb consulting and training services Co. -,"Maadi, Cairo, Egypt "
"Specialist I, Data & Business Analysis Job",https://wuzzuf.net/jobs/p/g/pK2bhgHlVyGe-Specialist-I-Data-Business-Analysis-Job-Tasnee-Riyadh-Saudi-Arabia,Full Time,Tasnee -,"Riyadh, Saudi Arabia "
"QNB2863-Senior Manager, Data Analysis",https://wuzzuf.net/jobs/p/g/iZvhGt8ZFWuH-QNB2863-Senior-Manager-Data-Analysis-QNB-Group-Doha-Qatar,Full Time,QNB Group -,"Doha, Qatar "
Quality Assurance Specialist,https://wuzzuf.net/jobs/p/HZiGg3v087FG-Quality-Assurance-Specialist-Wham-Clinics-Alexandria-Egypt,Full TimeOn-site,Wham Clinics  -,"Sidi Bishr, Alexandria, Egypt "
Data Engineer,https://wuzzuf.net/jobs/p/Plo41A6vWmp9-Data-Engineer-Paymob-Solutions-Cairo-Egypt,Full TimeHybrid,Paymob Solutions -,"Maadi, Cairo, Egypt "
Procurement Specialist,https://wuzzuf.net/jobs/p/ZoIDOfi2hlD7-Procurement-Specialist-Mahmoud-Electric-Cairo-Egypt,Full TimeOn-site,Mahmoud Electric -,"Downtown, Cairo, Egypt "
Data Entry Project Manager,https://wuzzuf.net/jobs/p/1dIKRVOTClRw-Data-Entry-Project-Manager-EDS-Cairo-Egypt,Full TimeHybrid,EDS -,"Maadi, Cairo, Egypt "
business management and human resources researcher (Experienced),https://wuzzuf.net/jobs/p/CwVoOg1yQopV-business-management-and-human-resources-researcher-Experienced-الناجح-للخدمات-والاستشارات-التعليمية-والطلابية-Cairo-Egypt,Full TimeHybrid,الناجح للخدمات والاستشارات التعليمية والطلابية -,"Mokattam, Cairo, Egypt "
political science and economics researcher (Experienced),https://wuzzuf.net/jobs/p/umsiwqIqReoJ-political-science-and-economics-researcher-Experienced-الناجح-للخدمات-والاستشارات-التعليمية-والطلابية-Cairo-Egypt,Full TimeHybrid,الناجح للخدمات والاستشارات التعليمية والطلابية -,"Mokattam, Cairo, Egypt "
Grant Writing-Senior Officer,https://wuzzuf.net/jobs/p/wPxukWQMZdFT-Grant-Writing-Senior-Officer-Misr-Elkheir-Foundation-Cairo-Egypt,Full TimeOn-site,Misr Elkheir Foundation -,"Mokattam, Cairo, Egypt "
IT Specialist,https://wuzzuf.net/jobs/p/EgjO7nrlYRv8-IT-Specialist-Rockal-Cairo-Egypt,Full TimeOn-site,Rockal -,"Nasr City, Cairo, Egypt "
BI Analyst,https://wuzzuf.net/jobs/p/kS1VuG52CU1p-BI-Analyst-Kandil-Industries-Cairo-Egypt,Full TimeOn-site,Kandil Industries -,"10th of Ramadan City, Cairo, Egypt "
English Content Writer,https://wuzzuf.net/jobs/p/J1PP8Ab2LsYZ-English-Content-Writer-Casita-Giza-Egypt,Full TimeHybrid,Casita -,"Dokki, Giza, Egypt "
Business Development Specialist (Pharmacist),https://wuzzuf.net/jobs/p/6mABVM4wNqF9-Business-Development-Specialist-Pharmacist-Orchidia-Pharmaceutical-Industries-Cairo-Egypt,Full TimeOn-site,Orchidia Pharmaceutical Industries -,"Obour City, Cairo, Egypt "
Data management Business Analyst,https://wuzzuf.net/jobs/p/g/XBJtJhhfvyzC-Data-management-Business-Analyst-Cloudberry-Solutions-Cairo-Egypt,Full Time,Cloudberry Solutions -,"Cairo, Egypt "
Remote Data Scientist,https://wuzzuf.net/jobs/p/g/DwakoUpuAjUC-Remote-Data-Scientist-Turing-Cairo-Egypt,Full Time,Turing -,"Cairo, Egypt "
Data Intelligence Reporting Specialist,https://wuzzuf.net/jobs/p/g/gQV4jDyvH9eE-Data-Intelligence-Reporting-Specialist-Allianz-Partners-Cairo-Egypt,Full Time,Allianz Partners -,"Cairo, Egypt "
Data Engineer - Global/Remote,https://wuzzuf.net/jobs/p/g/eoiZTUXaTsfw-Data-Engineer---GlobalRemote-MixRank-Cairo-Egypt,Full Time,MixRank -,"Cairo, Egypt "
Data Analyst - GLOBALLY REMOTE,https://wuzzuf.net/jobs/p/g/z31As1XGm4gl-Data-Analyst---GLOBALLY-REMOTE-Amini-Dubai-United-Arab-Emirates,Full Time,Amini -,"Dubai, United Arab Emirates "
Senior Data Analyst,https://wuzzuf.net/jobs/p/g/BJzEwXsXToqW-Senior-Data-Analyst-Hypemasters-Dubai-United-Arab-Emirates,Full Time,Hypemasters -,"Dubai, United Arab Emirates "
Data Scientist - BCG X,https://wuzzuf.net/jobs/p/g/EnmeRC7hjU8r-Data-Scientist---BCG-X-BCG-X-Dubai-United-Arab-Emirates,Full Time,BCG X -,"Dubai, United Arab Emirates "
Data Analyst,https://wuzzuf.net/jobs/p/g/SmYQe30cg51Y-Data-Analyst-MDAR-Food-Company-Dubai-United-Arab-Emirates,Full Time,MDAR Food Company -,"Dubai, United Arab Emirates "
Data Governance Lead,https://wuzzuf.net/jobs/p/g/iVxXiIGhsHwx-Data-Governance-Lead-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
Academic Data Analyst (British school experience),https://wuzzuf.net/jobs/p/g/EJTEI49zFrFt-Academic-Data-Analyst-British-school-experience-Hub-Recruitment-LTD-Dubai-United-Arab-Emirates,Full Time,Hub Recruitment LTD -,"Dubai, United Arab Emirates "
Senior Data Scientist,https://wuzzuf.net/jobs/p/g/EWKKslZ1okAi-Senior-Data-Scientist-Siemens-Digital-Industries-Software-Cairo-Egypt,Full Time,Siemens Digital Industries Software -,"Cairo, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/g/uTni26Q9bYES-Data-Analyst-Peroptyx-Riyadh-Saudi-Arabia,Freelance / Project,Peroptyx -,"Riyadh, Saudi Arabia "
Urgent Hiring for Data Analyst,https://wuzzuf.net/jobs/p/g/4luY2yyjTps2-Urgent-Hiring-for-Data-Analyst-PRIME-IMMIGRATION-LTD-Dubai-United-Arab-Emirates,Full Time,PRIME IMMIGRATION LTD -,"Dubai, United Arab Emirates "
Data Management & Business Intelligence Director,https://wuzzuf.net/jobs/p/g/nSCdHjyUQ7VC-Data-Management-Business-Intelligence-Director-Splonline-Riyadh-Saudi-Arabia,Full Time,Splonline -,"Riyadh, Saudi Arabia "
Data Engineer,https://wuzzuf.net/jobs/p/g/2lFEVBTUgcWU-Data-Engineer-Denodo-Riyadh-Saudi-Arabia,Full Time,Denodo -,"Riyadh, Saudi Arabia "
Analyst – Data Privacy,https://wuzzuf.net/jobs/p/g/oVy8bo5iPVfg-Analyst-–-Data-Privacy-Abu-Dhabi-Commercial-Bank-Dubai-United-Arab-Emirates,Full Time,Abu Dhabi Commercial Bank -,"Dubai, United Arab Emirates "
Master Data Specialist,https://wuzzuf.net/jobs/p/g/QvJ3dyOLNwLl-Master-Data-Specialist-Grifols-Egypt-for-Plasma-Derivatives-GEPD-Cairo-Egypt,Full Time,Grifols Egypt for Plasma Derivatives (GEPD) -,"Cairo, Egypt "
•	Corporate Financial Budget Controller / Planning & Analysis Manager,https://wuzzuf.net/jobs/p/4DWZx1nlmCVE-•-Corporate-Financial-Budget-Controller-Planning-Analysis-Manager-شركه-طنطا-موتورز-Cairo-Egypt,Full TimeOn-site,شركه طنطا موتورز -,"Nasr City, Cairo, Egypt "
Data Engineer,https://wuzzuf.net/jobs/p/g/NBY4GYworrAx-Data-Engineer-Petrofac-Dubai-United-Arab-Emirates,Full Time,Petrofac -,"Dubai, United Arab Emirates "
Data Analyst,https://wuzzuf.net/jobs/p/g/Gyby62qTBrKz-Data-Analyst-High5-Dubai-United-Arab-Emirates,Full Time,High5 -,"Dubai, United Arab Emirates "
Data Scientist,https://wuzzuf.net/jobs/p/g/kt5PZTOa0wlb-Data-Scientist-High5-Dubai-United-Arab-Emirates,Full Time,High5 -,"Dubai, United Arab Emirates "
Junior Data Anaylst,https://wuzzuf.net/jobs/p/g/YYxDicgMzt2g-Junior-Data-Anaylst-DXC-Technology-Cairo-Egypt,Full Time,DXC Technology -,"Cairo, Egypt "
Data Engineer,https://wuzzuf.net/jobs/p/g/T2zPqb86B4IR-Data-Engineer-ADIV-Human-Resources-Consultancy-L-L-C-Dubai-United-Arab-Emirates,Full Time,"ADIV Human Resources Consultancy, L.L.C -","Dubai, United Arab Emirates "
Business Analyst - Data Analytics,https://wuzzuf.net/jobs/p/g/WTUUr4qhPcS9-Business-Analyst---Data-Analytics-Halian-Dubai-United-Arab-Emirates,Full Time,Halian -,"Dubai, United Arab Emirates "
Data Scientist - Operations Research,https://wuzzuf.net/jobs/p/g/rLctVgZRqgja-Data-Scientist---Operations-Research-Ahoy-Dubai-United-Arab-Emirates,Full Time,Ahoy -,"Dubai, United Arab Emirates "
VIE/Pangeo Data Governance Specialist M/W,https://wuzzuf.net/jobs/p/g/pkCzs1Q9Sy7T-VIEPangeo-Data-Governance-Specialist-MW-VEOLIA-Dubai-United-Arab-Emirates,Full Time,VEOLIA -,"Dubai, United Arab Emirates "
Data Analyst,https://wuzzuf.net/jobs/p/g/u4zEoEtoJ0ne-Data-Analyst-The-Professionals-Riyadh-Saudi-Arabia,Full Time,The Professionals -,"Riyadh, Saudi Arabia "
Senior Data Analyst,https://wuzzuf.net/jobs/p/g/IYlKC7c6ldCd-Senior-Data-Analyst-The-Professionals-Riyadh-Saudi-Arabia,Full Time,The Professionals -,"Riyadh, Saudi Arabia "
HR Data Scientist | Group HR,https://wuzzuf.net/jobs/p/g/20khihh9Xol8-HR-Data-Scientist-Group-HR-Al-Futtaim-Health-Dubai-United-Arab-Emirates,Full Time,Al-Futtaim Health -,"Dubai, United Arab Emirates "
Data Scientist,https://wuzzuf.net/jobs/p/g/FtOX9MywPuxL-Data-Scientist-SupportFinity™-Cairo-Egypt,Full Time,SupportFinity™ -,"Cairo, Egypt "
"Associate Director Data, Digital & IT – Site",https://wuzzuf.net/jobs/p/g/DGDRGbsE94yP-Associate-Director-Data-Digital-IT-–-Site-Novartis-Cairo-Egypt,Full Time,Novartis -,"Cairo, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/g/Z8eNoEIdKXyb-Data-Analyst-Metropolitan-Group-Abu-Dhabi-United-Arab-Emirates,Full Time,Metropolitan Group -,"Abu Dhabi, United Arab Emirates "
Chinese Speaking Data Analyst (Dubai/Batumi),https://wuzzuf.net/jobs/p/g/jz5FxpHK4uWk-Chinese-Speaking-Data-Analyst-DubaiBatumi-Recruiter4You-Dubai-United-Arab-Emirates,Full Time,Recruiter4You -,"Dubai, United Arab Emirates "
Social Media Data Analyst,https://wuzzuf.net/jobs/p/g/gA7dFgDhCQkx-Social-Media-Data-Analyst-MediaMonks-Cairo-Egypt,Full Time,MediaMonks -,"Cairo, Egypt "
Senior Data Scientist,https://wuzzuf.net/jobs/p/g/NuqjjurmxEVr-Senior-Data-Scientist-KPMG-Lower-Gulf-Dubai-United-Arab-Emirates,Full Time,KPMG Lower Gulf -,"Dubai, United Arab Emirates "
Growth Data Analyst,https://wuzzuf.net/jobs/p/g/YYgamQUSISd3-Growth-Data-Analyst-MaxAB-Cairo-Egypt,Full Time,MaxAB -,"Cairo, Egypt "
Data Science Analyst - Training Program,https://wuzzuf.net/jobs/p/g/wW0UCssWvWgb-Data-Science-Analyst---Training-Program-Skill-Farm-Riyadh-Saudi-Arabia,Full Time,Skill Farm -,"Riyadh, Saudi Arabia "
Data Protection Governance,https://wuzzuf.net/jobs/p/g/0oMkSdAifqbl-Data-Protection-Governance-GatedTalent---Connecting-Top-Executive-Search-Firms-And-Executives-Dubai-United-Arab-Emirates,Full Time,GatedTalent - Connecting Top Executive Search Firms And Executives -,"Dubai, United Arab Emirates "
Data & Analytics Middle East Relationship Manager,https://wuzzuf.net/jobs/p/g/qnmvFTFVprre-Data-Analytics-Middle-East-Relationship-Manager-BNY-Mellon-Dubai-United-Arab-Emirates,Full Time,BNY Mellon -,"Dubai, United Arab Emirates "
Junior Finance Analyst - Portfolio Analysis,https://wuzzuf.net/jobs/p/g/WQx1slF5AxjE-Junior-Finance-Analyst---Portfolio-Analysis-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
Remote Data Science Analyst (Python),https://wuzzuf.net/jobs/p/g/o5Hjfbg2xjcT-Remote-Data-Science-Analyst-Python-Turing-Cairo-Egypt,Full Time,Turing -,"Cairo, Egypt "
Chinese Speaking Data Engineer (Dubai/Batumi),https://wuzzuf.net/jobs/p/g/LCOelHfKQpo2-Chinese-Speaking-Data-Engineer-DubaiBatumi-Recruiter4You-Dubai-United-Arab-Emirates,Full Time,Recruiter4You -,"Dubai, United Arab Emirates "
Data & Analytics Strategy Manager,https://wuzzuf.net/jobs/p/g/zwt0gHh9dQkd-Data-Analytics-Strategy-Manager-dentsu-Dubai-United-Arab-Emirates,Full Time,dentsu -,"Dubai, United Arab Emirates "
Data Scientist/Analyst - Alula,https://wuzzuf.net/jobs/p/g/rloKnbjRxSmg-Data-ScientistAnalyst---Alula-EF-Education-Riyadh-Saudi-Arabia,Full Time,EF Education -,"Riyadh, Saudi Arabia "
Data & BI Engineer,https://wuzzuf.net/jobs/p/g/srd95Veqg3VG-Data-BI-Engineer-Global-Payments-Inc-Dubai-United-Arab-Emirates,Full Time,Global Payments Inc. -,"Dubai, United Arab Emirates "
Senior Data Processor,https://wuzzuf.net/jobs/p/g/keBBW8mmovvx-Senior-Data-Processor-UTEC-Dubai-United-Arab-Emirates,Full Time,UTEC -,"Dubai, United Arab Emirates "
Senior Data Analyst,https://wuzzuf.net/jobs/p/g/dPMg1u7PKF8t-Senior-Data-Analyst-Skill-Farm-Riyadh-Saudi-Arabia,Full Time,Skill Farm -,"Riyadh, Saudi Arabia "
Consulting | AI&Data | Data Engineer Senior Consultant,https://wuzzuf.net/jobs/p/g/IPioxPOf0QvE-Consulting-AIData-Data-Engineer-Senior-Consultant-Deloitte-Consulting-Dubai-United-Arab-Emirates,Full Time,Deloitte Consulting -,"Dubai, United Arab Emirates "
Data & Analytics Officer,https://wuzzuf.net/jobs/p/g/lEmgbkRMYPOT-Data-Analytics-Officer-Tabuk-Pharmaceuticals-Riyadh-Saudi-Arabia,Full Time,Tabuk Pharmaceuticals -,"Riyadh, Saudi Arabia "
Data Scientist/Analyst - Alula,https://wuzzuf.net/jobs/p/g/ITJQsDr6RWHe-Data-ScientistAnalyst---Alula-EF-International-Language-Campuses-Riyadh-Saudi-Arabia,Full Time,EF International Language Campuses -,"Riyadh, Saudi Arabia "
Data Scientist -uae,https://wuzzuf.net/jobs/p/g/27uXHaGLyGGw-Data-Scientist--uae-archcorp-Dubai-United-Arab-Emirates,Full Time,archcorp -,"Dubai, United Arab Emirates "
VP- Data Management Traded & Market Risk,https://wuzzuf.net/jobs/p/g/RZKFokdac4NI-VP--Data-Management-Traded-Market-Risk-First-Abu-Dhabi-Bank-FAB-Dubai-United-Arab-Emirates,Full Time,First Abu Dhabi Bank (FAB) -,"Dubai, United Arab Emirates "
Junior B2C Data Analyst - E-commerce,https://wuzzuf.net/jobs/p/g/Co1uAMG8RqQr-Junior-B2C-Data-Analyst---E-commerce-Al-Ahram-Beverages-Company-Cairo-Egypt,Full Time,Al Ahram Beverages Company -,"Cairo, Egypt "
Consulting | AI&Data | Data Science Senior Manager,https://wuzzuf.net/jobs/p/g/drWeLebtauOX-Consulting-AIData-Data-Science-Senior-Manager-Deloitte-Dubai-United-Arab-Emirates,Full Time,Deloitte -,"Dubai, United Arab Emirates "
Data Engineer,https://wuzzuf.net/jobs/p/g/V6yTlzD2ffPO-Data-Engineer-CIT-VERICASH-Cairo-Egypt,Full Time,CIT VERICASH -,"Cairo, Egypt "
Network Data Analyst,https://wuzzuf.net/jobs/p/g/clqqxBUMeWsa-Network-Data-Analyst-Ookla-group-Cairo-Egypt,Full Time,Ookla group -,"Cairo, Egypt "
Network Data Analyst,https://wuzzuf.net/jobs/p/g/Hg2wuQqC0edJ-Network-Data-Analyst-ZiffDavis-LLC-Cairo-Egypt,Full Time,"ZiffDavis, LLC -","Cairo, Egypt "
Data Scientist,https://wuzzuf.net/jobs/p/g/9W12S2MNk5be-Data-Scientist-Mendel-ai-Cairo-Egypt,Full Time,Mendel.ai -,"Cairo, Egypt "
Remote Python Data Science Analyst,https://wuzzuf.net/jobs/p/g/e2edgsmq7pml-Remote-Python-Data-Science-Analyst-Turing-Cairo-Egypt,Full Time,Turing -,"Cairo, Egypt "
Remote Data Science Analyst,https://wuzzuf.net/jobs/p/g/ArzUpQrIAf5U-Remote-Data-Science-Analyst-Turing-Cairo-Egypt,Full Time,Turing -,"Cairo, Egypt "
Data Analyst/Scientist - Private Equity,https://wuzzuf.net/jobs/p/g/E1coYIY3PG2x-Data-AnalystScientist---Private-Equity-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
Junior Data Analyst,https://wuzzuf.net/jobs/p/g/VqcFnO9WM2Uz-Junior-Data-Analyst-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
Data Analyst - Project Management,https://wuzzuf.net/jobs/p/g/LAE46FtudQ8r-Data-Analyst---Project-Management-Skill-Farm-Cairo-Egypt,Full Time,Skill Farm -,"Cairo, Egypt "
Data and Business Analyst,https://wuzzuf.net/jobs/p/g/TtEqr90fdKPF-Data-and-Business-Analyst-HP---United-Arab-Emirates-Riyadh-Saudi-Arabia,Full Time,HP - United Arab Emirates -,"Riyadh, Saudi Arabia "
