Title,Link,Job Type,Campany,Location
IT Manager,https://wuzzuf.net/jobs/p/g/DP9rLIK97LfF-IT-Manager-Anantara-Hotels-Resorts-and-Spas-Dubai-United-Arab-Emirates,Full Time,"Anantara Hotels, Resorts and Spas -","Dubai, United Arab Emirates "
"Account Manager, SMB, AGS-EMEA-Field-SMB - Testing V2 Feed",https://wuzzuf.net/jobs/p/g/HW35nvlD14jy-Account-Manager-SMB-AGS-EMEA-Field-SMB---Testing-V2-Feed-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
Ecommerce Operations Analyst,https://wuzzuf.net/jobs/p/g/dOxwXAU1CF4i-Ecommerce-Operations-Analyst-MonkiBox-Dubai-United-Arab-Emirates,Full Time,MonkiBox -,"Dubai, United Arab Emirates "
System Analyst,https://wuzzuf.net/jobs/p/g/NB2lLFQETbMg-System-Analyst-Tawzef-for-Recruitment-HR-Consultancy-Makkah-Saudi-Arabia,Full Time,Tawzef for Recruitment & HR Consultancy -,"Makkah, Saudi Arabia "
Senior Product Designer,https://wuzzuf.net/jobs/p/g/rEDk4T1U3xad-Senior-Product-Designer-geidea-Cairo-Egypt,Full Time,geidea -,"Cairo, Egypt "
Global Svc Methodology Manager,https://wuzzuf.net/jobs/p/g/u6kA3pKo0ukj-Global-Svc-Methodology-Manager-ADP-Dubai-United-Arab-Emirates,Freelance / Project,ADP -,"Dubai, United Arab Emirates "
Finance Business Partner | Al Futtaim Automotive | Electric Mobility,https://wuzzuf.net/jobs/p/g/kic2gqdkwQOP-Finance-Business-Partner-Al-Futtaim-Automotive-Electric-Mobility-Al-Futtaim-Health-Riyadh-Saudi-Arabia,Full Time,Al-Futtaim Health -,"Riyadh, Saudi Arabia "
Full-Stack Developer,https://wuzzuf.net/jobs/p/g/fzRkGi5PDAvj-Full-Stack-Developer-LikeCard-Cairo-Egypt,Full Time,LikeCard -,"Cairo, Egypt "
2024 AWS Graduate Sales Program - UAE National - Testing V2 Feed,https://wuzzuf.net/jobs/p/g/YPKeACGAfoR2-2024-AWS-Graduate-Sales-Program---UAE-National---Testing-V2-Feed-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
Account Cloud Engineer,https://wuzzuf.net/jobs/p/g/FYRk4oasj8qW-Account-Cloud-Engineer-Oracle-Cairo-Egypt,Full Time,Oracle -,"Cairo, Egypt "
Cloud Architect,https://wuzzuf.net/jobs/p/g/taxILeDZZPBx-Cloud-Architect-SupportFinity™-Cairo-Egypt,Full Time,SupportFinity™ -,"Cairo, Egypt "
Food & Beverage Coordinator,https://wuzzuf.net/jobs/p/g/FPvh6hXBfydf-Food-Beverage-Coordinator-Fairmont-Hotels-Resorts-Dubai-United-Arab-Emirates,Full Time,Fairmont Hotels & Resorts -,"Dubai, United Arab Emirates "
Teacher - Primary Creative & Performing Arts - Noya British School,https://wuzzuf.net/jobs/p/g/yD3bac3hKucg-Teacher---Primary-Creative-Performing-Arts---Noya-British-School-Aldar-Education-Dubai-United-Arab-Emirates,Full Time,Aldar Education -,"Dubai, United Arab Emirates "
Project Coordinator -( Installation),https://wuzzuf.net/jobs/p/g/AkO9ZpuMuTty-Project-Coordinator---Installation-Juma-Al-Majid-Holding-Group-L-L-C-Dubai-United-Arab-Emirates,Full Time,Juma Al Majid Holding Group L.L.C -,"Dubai, United Arab Emirates "
Senior Business Analyst,https://wuzzuf.net/jobs/p/g/ThOgDhSpdO8l-Senior-Business-Analyst-Squadio-Cairo-Egypt,Full Time,Squadio -,"Cairo, Egypt "
M&A Associate - Dubai,https://wuzzuf.net/jobs/p/g/Cow1z8jGmIcR-MA-Associate---Dubai-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
Project Coordinator,https://wuzzuf.net/jobs/p/g/kkChluKHU2BP-Project-Coordinator-BayanTech-Cairo-Egypt,Full Time,BayanTech -,"Cairo, Egypt "
Business Intelligence Assistant Manager,https://wuzzuf.net/jobs/p/g/NSzvVHhpUo9U-Business-Intelligence-Assistant-Manager-Panda-Company-Jeddah-Saudi-Arabia,Full Time,Panda Company -,"Jeddah, Saudi Arabia "
Senior Structural Engineer,https://wuzzuf.net/jobs/p/g/DBGpoSFIaaVo-Senior-Structural-Engineer-AtkinsRéalis-Riyadh-Saudi-Arabia,Full Time,AtkinsRéalis -,"Riyadh, Saudi Arabia "
Maintenance Engineer Assistant Supervisor,https://wuzzuf.net/jobs/p/g/nMcYTgFH9GMy-Maintenance-Engineer-Assistant-Supervisor-Pepsi-Cairo-Egypt,Full Time,Pepsi -,"Cairo, Egypt "
Senior Service Engineer,https://wuzzuf.net/jobs/p/g/iDt7VHW6z2C0-Senior-Service-Engineer-Hitachi-Energy-Ltd-Riyadh-Saudi-Arabia,Full Time,Hitachi Energy Ltd. -,"Riyadh, Saudi Arabia "
IT infrastructure and support supervisor,https://wuzzuf.net/jobs/p/g/q3UJwmLofXit-IT-infrastructure-and-support-supervisor-Dicetek-LLC-Dubai-United-Arab-Emirates,Freelance / Project,Dicetek LLC -,"Dubai, United Arab Emirates "
Field Engineer IV - Liner Hangers/Completions,https://wuzzuf.net/jobs/p/g/m8BpEPRoxDpw-Field-Engineer-IV---Liner-HangersCompletions-Weatherford-Riyadh-Saudi-Arabia,Full Time,Weatherford -,"Riyadh, Saudi Arabia "
Chief Engineer - Guidance & Control,https://wuzzuf.net/jobs/p/g/LevSyxWtvlDP-Chief-Engineer---Guidance-Control-HALCON-Dubai-United-Arab-Emirates,Full Time,HALCON -,"Dubai, United Arab Emirates "
IT Operational Excellence Specialist,https://wuzzuf.net/jobs/p/g/WRX6DHXSJHcy-IT-Operational-Excellence-Specialist-Norconsult-Telematics-Riyadh-Saudi-Arabia,Full Time,Norconsult Telematics -,"Riyadh, Saudi Arabia "
2024 Business Analyst Internship (UAE National Only),https://wuzzuf.net/jobs/p/g/rO7Wr3iIVfKH-2024-Business-Analyst-Internship-UAE-National-Only-Amazon-Dubai-United-Arab-Emirates,Full Time,Amazon. -,"Dubai, United Arab Emirates "
Senior Structural Engineer (Steel),https://wuzzuf.net/jobs/p/g/X2BZEfPQjEk9-Senior-Structural-Engineer-Steel-AtkinsRéalis-Riyadh-Saudi-Arabia,Full Time,AtkinsRéalis -,"Riyadh, Saudi Arabia "
HSE Officer - Saudi Nationals only,https://wuzzuf.net/jobs/p/g/ku0PQSq2XFlR-HSE-Officer---Saudi-Nationals-only-AtkinsRéalis-Riyadh-Saudi-Arabia,Full Time,AtkinsRéalis -,"Riyadh, Saudi Arabia "
Grid Automation (GA) HR Leader - MENAT,https://wuzzuf.net/jobs/p/g/xUfFRODVfjhb-Grid-Automation-GA-HR-Leader---MENAT-GE-Vernova-Riyadh-Saudi-Arabia,Full Time,GE Vernova -,"Riyadh, Saudi Arabia "
Planning and Project Control Director,https://wuzzuf.net/jobs/p/g/uNAqkwA9EqQq-Planning-and-Project-Control-Director-GatedTalent---Connecting-Top-Executive-Search-Firms-And-Executives-Riyadh-Saudi-Arabia,Full Time,GatedTalent - Connecting Top Executive Search Firms And Executives -,"Riyadh, Saudi Arabia "
Senior DevOps Engineer,https://wuzzuf.net/jobs/p/g/Mc24IuYgZpnw-Senior-DevOps-Engineer-Agolo-Cairo-Egypt,Full Time,Agolo -,"Cairo, Egypt "
Senior Sales Engineer,https://wuzzuf.net/jobs/p/g/QnbyyKQpPLZL-Senior-Sales-Engineer-Nathan-Nathan-Dubai-United-Arab-Emirates,Full Time,Nathan & Nathan -,"Dubai, United Arab Emirates "
"Senior Specialist, Consumer & Market Insights (RHQ)",https://wuzzuf.net/jobs/p/g/gEEjWyudlF7Q-Senior-Specialist-Consumer-Market-Insights-RHQ-Samsung-Gulf-Dubai-United-Arab-Emirates,Full Time,Samsung Gulf -,"Dubai, United Arab Emirates "
Business Analyst,https://wuzzuf.net/jobs/p/g/aIPSlK0L46w9-Business-Analyst-OliOli®-Childrens-Museum-Dubai-United-Arab-Emirates,Full Time,OliOli® Children's Museum -,"Dubai, United Arab Emirates "
Senior Network Automation Engineer_VOIS,https://wuzzuf.net/jobs/p/g/RcWzO1Dn4Dro-Senior-Network-Automation-EngineerVOIS-VOIS-Cairo-Egypt,Full Time,_VOIS -,"Cairo, Egypt "
MIS Analyst,https://wuzzuf.net/jobs/p/g/Bq4EgnU5uK9Z-MIS-Analyst-OliOli®-Childrens-Museum-Dubai-United-Arab-Emirates,Full Time,OliOli® Children's Museum -,"Dubai, United Arab Emirates "
Senior Aircraft Propulsion Engineer (UAV) - 10 y exp,https://wuzzuf.net/jobs/p/g/SkPSwxR8LtcF-Senior-Aircraft-Propulsion-Engineer-UAV---10-y-exp-ARENGY-Dubai-United-Arab-Emirates,Full Time,ARENGY -,"Dubai, United Arab Emirates "
CCNA - Product Manager PV-ICB,https://wuzzuf.net/jobs/p/g/9E9UPVgDYjaX-CCNA---Product-Manager-PV-ICB-Canon-Emirates-LLC-Dubai-United-Arab-Emirates,Full Time,Canon Emirates LLC -,"Dubai, United Arab Emirates "
Intern -System Engineer I-KSA Nationals Only,https://wuzzuf.net/jobs/p/g/HQHSxskE7QDP-Intern--System-Engineer-I-KSA-Nationals-Only-Honeywell-Riyadh-Saudi-Arabia,Full Time,Honeywell -,"Riyadh, Saudi Arabia "
Senior Localization Project Manager (Hybrid),https://wuzzuf.net/jobs/p/g/eEWWBoWkAD1M-Senior-Localization-Project-Manager-Hybrid-BayanTech-Cairo-Egypt,Full Time,BayanTech -,"Cairo, Egypt "
Senior Learning & Development Executive,https://wuzzuf.net/jobs/p/g/uNvYL9WJe8ut-Senior-Learning-Development-Executive-Magrabi-Retail-Cairo-Egypt,Full Time,Magrabi Retail -,"Cairo, Egypt "
Product Manager,https://wuzzuf.net/jobs/p/g/CT2epbun5H5n-Product-Manager-Jadeer-Cairo-Egypt,Full Time,Jadeer -,"Cairo, Egypt "
Associate - Financial Restructuring (Dubai),https://wuzzuf.net/jobs/p/g/T4omqmHihO2b-Associate---Financial-Restructuring-Dubai-Houlihan-Lokey-Inc-Dubai-United-Arab-Emirates,Full Time,Houlihan Lokey Inc -,"Dubai, United Arab Emirates "
"Senior Project Manager, PDS Projects",https://wuzzuf.net/jobs/p/g/WZK8l7l8B27S-Senior-Project-Manager-PDS-Projects-Jones-Lang-LaSalle-IP-Inc-Riyadh-Saudi-Arabia,Full Time,"Jones Lang LaSalle IP, Inc -","Riyadh, Saudi Arabia "
UX Designer,https://wuzzuf.net/jobs/p/g/yFRNfxT5yvFk-UX-Designer-Amaris-Consulting-Dubai-United-Arab-Emirates,Full Time,Amaris Consulting -,"Dubai, United Arab Emirates "
Senior HSE Engineer,https://wuzzuf.net/jobs/p/g/ITciHchwXCDv-Senior-HSE-Engineer-AtkinsRéalis-Riyadh-Saudi-Arabia,Full Time,AtkinsRéalis -,"Riyadh, Saudi Arabia "
Business Development Manager,https://wuzzuf.net/jobs/p/g/9Vekx35EcgHA-Business-Development-Manager-Marsh-McLennan-Agency-Dubai-United-Arab-Emirates,Full Time,Marsh McLennan Agency -,"Dubai, United Arab Emirates "
Business Development Manager,https://wuzzuf.net/jobs/p/g/lemkIiRz3Rdi-Business-Development-Manager-Marsh-Dubai-United-Arab-Emirates,Full Time,Marsh -,"Dubai, United Arab Emirates "
EFRMS/Risk Technical Support,https://wuzzuf.net/jobs/p/g/JKvOfnoHm9ZX-EFRMSRisk-Technical-Support-Virtusa-Dubai-United-Arab-Emirates,Full Time,Virtusa -,"Dubai, United Arab Emirates "
IT Support Coordinator,https://wuzzuf.net/jobs/p/g/2M4oq0XjMAG0-IT-Support-Coordinator-ASSYSTEM-Riyadh-Saudi-Arabia,Full Time,ASSYSTEM -,"Riyadh, Saudi Arabia "
Control Specialist,https://wuzzuf.net/jobs/p/g/VEjzPXXfrAwl-Control-Specialist-Aggreko-Cairo-Egypt,Full Time,Aggreko -,"Cairo, Egypt "
Hygiene Supervisor,https://wuzzuf.net/jobs/p/g/cVW29GKI8bVh-Hygiene-Supervisor-Minor-Hotels-Dubai-United-Arab-Emirates,Full Time,Minor Hotels -,"Dubai, United Arab Emirates "
Process Manager,https://wuzzuf.net/jobs/p/g/UTBnHX3i1JZp-Process-Manager-Riverty-Riyadh-Saudi-Arabia,Part Time,Riverty -,"Riyadh, Saudi Arabia "
Supply Chain and Logistics Trainee,https://wuzzuf.net/jobs/p/g/pol8XIRjXj4D-Supply-Chain-and-Logistics-Trainee-ALPLA-Group-Dubai-United-Arab-Emirates,Freelance / Project,ALPLA Group -,"Dubai, United Arab Emirates "
Team Lead - Operational Support,https://wuzzuf.net/jobs/p/g/2t3svELCfezh-Team-Lead---Operational-Support-Riverty-Riyadh-Saudi-Arabia,Part Time,Riverty -,"Riyadh, Saudi Arabia "
"Innovation Hub I Cloud Engineer, Senior Consultant, Cairo, Egypt",https://wuzzuf.net/jobs/p/g/oHS4HEXP5LyU-Innovation-Hub-I-Cloud-Engineer-Senior-Consultant-Cairo-Egypt-Deloitte-Cairo-Egypt,Full Time,Deloitte -,"Cairo, Egypt "
Senior Manager - (Desalination - O & M),https://wuzzuf.net/jobs/p/g/XEQaKHIG14wo-Senior-Manager---Desalination---O-M-ACWA-Power-Riyadh-Saudi-Arabia,Full Time,ACWA Power -,"Riyadh, Saudi Arabia "
Client Service Ambassador - UAE National 1,https://wuzzuf.net/jobs/p/g/bTCJuAbYVlmB-Client-Service-Ambassador---UAE-National-1-Piaget-Dubai-United-Arab-Emirates,Freelance / Project,Piaget -,"Dubai, United Arab Emirates "
IT Business Solutions Manager,https://wuzzuf.net/jobs/p/g/79vfKf1t5UR8-IT-Business-Solutions-Manager-JTI-Japan-Tobacco-International-Cairo-Egypt,Full Time,JTI (Japan Tobacco International) -,"Cairo, Egypt "
AI Training for Saudi Arabic Writers,https://wuzzuf.net/jobs/p/g/CnmnUEWLlU5u-AI-Training-for-Saudi-Arabic-Writers-Remotasks-Riyadh-Saudi-Arabia,Freelance / Project,Remotasks -,"Riyadh, Saudi Arabia "
Senior UX/UI Designer,https://wuzzuf.net/jobs/p/g/D6hmn4zdoG7x-Senior-UXUI-Designer-FinancialDocs-Dubai-United-Arab-Emirates,Full Time,FinancialDocs -,"Dubai, United Arab Emirates "
"Sr. Community Manager, Middle East & Africa",https://wuzzuf.net/jobs/p/g/C2CJrAD23L9Y-Sr-Community-Manager-Middle-East-Africa-Amazon-Web-Services-EMEA-Dubai-FZ-Branch-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services EMEA Dubai FZ Branch -,"Dubai, United Arab Emirates "
"Account Manager, SMB, AGS-EMEA-Field-SMB",https://wuzzuf.net/jobs/p/g/ATUHztJjcpvd-Account-Manager-SMB-AGS-EMEA-Field-SMB-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
Medical Representative (Rare Diseases),https://wuzzuf.net/jobs/p/g/23yvOePmaa3l-Medical-Representative-Rare-Diseases-Grifols-Egypt-for-Plasma-Derivatives-GEPD-Cairo-Egypt,Full Time,Grifols Egypt for Plasma Derivatives (GEPD) -,"Cairo, Egypt "
Part-time Engineer,https://wuzzuf.net/jobs/p/g/xE2D2l21fmyK-Part-time-Engineer-Braintrust-Dubai-United-Arab-Emirates,Part Time,Braintrust -,"Dubai, United Arab Emirates "
System Administrator,https://wuzzuf.net/jobs/p/g/M0JGNUoHWKkz-System-Administrator-Safe-Decision-Co-LLC-Riyadh-Saudi-Arabia,Full Time,Safe Decision Co. LLC -,"Riyadh, Saudi Arabia "
"Sr. Community Manager, Middle East & Africa",https://wuzzuf.net/jobs/p/g/yzOG0XjzylE4-Sr-Community-Manager-Middle-East-Africa-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
Business Analyst - Dubai (UAE Nationals only),https://wuzzuf.net/jobs/p/g/XTOfHe6M9Lpt-Business-Analyst---Dubai-UAE-Nationals-only-Efficio-Dubai-United-Arab-Emirates,Full Time,Efficio -,"Dubai, United Arab Emirates "
Senior PMO Project Manager,https://wuzzuf.net/jobs/p/g/UbvYh4AijLfG-Senior-PMO-Project-Manager-GatedTalent---Connecting-Top-Executive-Search-Firms-And-Executives-Dubai-United-Arab-Emirates,Full Time,GatedTalent - Connecting Top Executive Search Firms And Executives -,"Dubai, United Arab Emirates "
Business Analyst,https://wuzzuf.net/jobs/p/g/BINL7EePi4LV-Business-Analyst-Egybell-Cairo-Egypt,Full Time,Egybell -,"Cairo, Egypt "
Technology Strategy/Enterprise Architect- Manager,https://wuzzuf.net/jobs/p/g/Xn83bf8jH4WU-Technology-StrategyEnterprise-Architect--Manager-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
Senior Learning & Development Executive,https://wuzzuf.net/jobs/p/g/PCx58hJKibko-Senior-Learning-Development-Executive-MAGRABi-Retail-Group-Cairo-Egypt,Full Time,MAGRABi Retail Group -,"Cairo, Egypt "
Project Engineer,https://wuzzuf.net/jobs/p/g/H8rQa1SE605c-Project-Engineer-EndressHauser-Group-Dubai-United-Arab-Emirates,Full Time,Endress+Hauser Group -,"Dubai, United Arab Emirates "
SENIOR QA ANALYST,https://wuzzuf.net/jobs/p/g/Zx9GKGHEmeFS-SENIOR-QA-ANALYST-JODAYN-Riyadh-Saudi-Arabia,Full Time,JODAYN -,"Riyadh, Saudi Arabia "
Enterprise Architect,https://wuzzuf.net/jobs/p/g/ICvGm3SYcGWK-Enterprise-Architect-GE-Vernova-Riyadh-Saudi-Arabia,Full Time,GE Vernova -,"Riyadh, Saudi Arabia "
"Specialist, Administration",https://wuzzuf.net/jobs/p/g/TDotvumTug5Y-Specialist-Administration-Olayan-Saudi-Holding-Company-Riyadh-Saudi-Arabia,Full Time,Olayan Saudi Holding Company -,"Riyadh, Saudi Arabia "
Health Actuary,https://wuzzuf.net/jobs/p/g/bl1ff6vf9M59-Health-Actuary-BADRI-Management-Consultancy-Dubai-United-Arab-Emirates,Full Time,BADRI Management Consultancy -,"Dubai, United Arab Emirates "
SAP Basis Lead,https://wuzzuf.net/jobs/p/g/rPyyeXmf2LAm-SAP-Basis-Lead-Olayan-Saudi-Holding-Company-Riyadh-Saudi-Arabia,Full Time,Olayan Saudi Holding Company -,"Riyadh, Saudi Arabia "
Product Specialist - Immunology,https://wuzzuf.net/jobs/p/g/qgQ0JAewSQfw-Product-Specialist---Immunology-Johnson-Johnson-Innovative-Medicine-Brasil-Dubai-United-Arab-Emirates,Full Time,Johnson & Johnson Innovative Medicine Brasil -,"Dubai, United Arab Emirates "
Senior Manager - Business Development,https://wuzzuf.net/jobs/p/g/WQzUCDrcGYcL-Senior-Manager---Business-Development-Domo-Ventures-Riyadh-Saudi-Arabia,Full Time,Domo Ventures -,"Riyadh, Saudi Arabia "
Monitoring & Evaluation Specialist,https://wuzzuf.net/jobs/p/g/zomqOw0qwiuY-Monitoring-Evaluation-Specialist-FAO-Cairo-Egypt,Full Time,FAO -,"Cairo, Egypt "
Project Risk Engineer (Risk Management),https://wuzzuf.net/jobs/p/g/I9n0JXzSMv4U-Project-Risk-Engineer-Risk-Management-Turner-Townsend-Riyadh-Saudi-Arabia,Full Time,Turner & Townsend -,"Riyadh, Saudi Arabia "
Senior Sales Manager Sponsorships,https://wuzzuf.net/jobs/p/g/babQxudw1AnP-Senior-Sales-Manager-Sponsorships-Esports-World-Cup-Foundation-Riyadh-Saudi-Arabia,Full Time,Esports World Cup Foundation -,"Riyadh, Saudi Arabia "
2024 Business Analyst Internship (UAE National Only),https://wuzzuf.net/jobs/p/g/f7Tem4o6pQlG-2024-Business-Analyst-Internship-UAE-National-Only-Amazon-Middle-East-and-North-Africa-FZ-LLC---F52-Dubai-United-Arab-Emirates,Full Time,Amazon Middle East and North Africa FZ-LLC - F52 -,"Dubai, United Arab Emirates "
PMO Manager,https://wuzzuf.net/jobs/p/g/svTu05WXCy1C-PMO-Manager-Esports-World-Cup-Foundation-Riyadh-Saudi-Arabia,Full Time,Esports World Cup Foundation -,"Riyadh, Saudi Arabia "
Product Specialist - Immunology,https://wuzzuf.net/jobs/p/g/cVZSOmQUutHX-Product-Specialist---Immunology-Johnson-Johnson-Dubai-United-Arab-Emirates,Full Time,Johnson & Johnson -,"Dubai, United Arab Emirates "
Projects Financial Manager,https://wuzzuf.net/jobs/p/g/I63hpzyBplYi-Projects-Financial-Manager-LikeCard-Cairo-Egypt,Full Time,LikeCard -,"Cairo, Egypt "
Solution Architect,https://wuzzuf.net/jobs/p/g/gVbrTkmlhm4Y-Solution-Architect-Presight-Dubai-United-Arab-Emirates,Full Time,Presight -,"Dubai, United Arab Emirates "
Senior Product Manager,https://wuzzuf.net/jobs/p/g/hNmgLY5xrRJf-Senior-Product-Manager-Presight-Dubai-United-Arab-Emirates,Full Time,Presight -,"Dubai, United Arab Emirates "
IT Support Coordinator,https://wuzzuf.net/jobs/p/g/etov6dRnwG1C-IT-Support-Coordinator-Assystem-Radicon-Riyadh-Saudi-Arabia,Full Time,Assystem Radicon -,"Riyadh, Saudi Arabia "
SOLUTION ARCHITECT,https://wuzzuf.net/jobs/p/g/cIsA0gIqRMIS-SOLUTION-ARCHITECT-Duncan-Ross-Consulting-Doha-Qatar,Full Time,Duncan & Ross Consulting -,"Doha, Qatar "
Solutions Architect,https://wuzzuf.net/jobs/p/g/CdFFv7wHegCR-Solutions-Architect-Adyen-Dubai-United-Arab-Emirates,Full Time,Adyen -,"Dubai, United Arab Emirates "
Application Engineer - Tampere,https://wuzzuf.net/jobs/p/g/2ygtys4xYtwC-Application-Engineer---Tampere-KATIM-Dubai-United-Arab-Emirates,Full Time,KATIM -,"Dubai, United Arab Emirates "
2024 Security Engineer Internship,https://wuzzuf.net/jobs/p/g/z3rpNtohkQY2-2024-Security-Engineer-Internship-Payfort-INT-FZ-LLC---G21-Dubai-United-Arab-Emirates,Full Time,Payfort INT FZ LLC - G21 -,"Dubai, United Arab Emirates "
Senior Document Controller,https://wuzzuf.net/jobs/p/g/0WCOvIizgHhG-Senior-Document-Controller-DMCC-Dubai-Multi-Commodities-Centre-Dubai-United-Arab-Emirates,Full Time,DMCC (Dubai Multi Commodities Centre) -,"Dubai, United Arab Emirates "
Associate Manager-Technocommercial (Wind),https://wuzzuf.net/jobs/p/g/25AmiFsaShXF-Associate-Manager-Technocommercial-Wind-ACWA-Power-Dubai-United-Arab-Emirates,Full Time,ACWA Power -,"Dubai, United Arab Emirates "
Cybersecurity Director,https://wuzzuf.net/jobs/p/g/MqXZQrRXApfG-Cybersecurity-Director-Esports-World-Cup-Foundation-Riyadh-Saudi-Arabia,Full Time,Esports World Cup Foundation -,"Riyadh, Saudi Arabia "
C++ Developer Senior,https://wuzzuf.net/jobs/p/g/DSKcBZrHlGYO-C-Developer-Senior-Collars-Cairo-Egypt,Full Time,Collars -,"Cairo, Egypt "
Activities Manager (School - Sport & Non Sport),https://wuzzuf.net/jobs/p/g/tMhxT6OmyHJp-Activities-Manager-School---Sport-Non-Sport-Fortes-Holdings-Dubai-United-Arab-Emirates,Full Time,Fortes Holdings -,"Dubai, United Arab Emirates "
Product Specialist - Immunology,https://wuzzuf.net/jobs/p/g/8ORG7gVcgNph-Product-Specialist---Immunology-Johnson-Johnson-Dubai-United-Arab-Emirates,Full Time,Johnson & Johnson -,"Dubai, United Arab Emirates "
Project Procurement Manager - Dammam,https://wuzzuf.net/jobs/p/g/TYk0LSpAkzV6-Project-Procurement-Manager---Dammam-Siemens-Energy-Riyadh-Saudi-Arabia,Full Time,Siemens Energy -,"Riyadh, Saudi Arabia "
Design Engineer - Steel,https://wuzzuf.net/jobs/p/g/msr71mG6b062-Design-Engineer---Steel-ELSEWEDY-ELECTRIC-Cairo-Egypt,Full Time,ELSEWEDY ELECTRIC -,"Cairo, Egypt "
Senior Process Engineer (Refinery),https://wuzzuf.net/jobs/p/g/w6xMS8p9f2sg-Senior-Process-Engineer-Refinery-QatarEnergy-LNG-Doha-Qatar,Full Time,QatarEnergy LNG -,"Doha, Qatar "
Senior Manager - Accelerated Leadership Program,https://wuzzuf.net/jobs/p/g/HKColjaYKI7s-Senior-Manager---Accelerated-Leadership-Program-ACWA-Power-Dubai-United-Arab-Emirates,Full Time,ACWA Power -,"Dubai, United Arab Emirates "
Consult Partner,https://wuzzuf.net/jobs/p/g/mDjHxHBgs94K-Consult-Partner-Kyndryl-Riyadh-Saudi-Arabia,Full Time,Kyndryl -,"Riyadh, Saudi Arabia "
Deputy Team Leader- Pension Administration,https://wuzzuf.net/jobs/p/g/oGTxc64qbnQE-Deputy-Team-Leader--Pension-Administration-ClickJobs-io-Cairo-Egypt,Full Time,ClickJobs.io -,"Cairo, Egypt "
Senior Software Engineer II,https://wuzzuf.net/jobs/p/g/Cp4qjQ2sB6N4-Senior-Software-Engineer-II-Careem-Cairo-Egypt,Full Time,Careem -,"Cairo, Egypt "
Technical Retail Business Analyst (Project Manager),https://wuzzuf.net/jobs/p/g/ov8nyceIQozK-Technical-Retail-Business-Analyst-Project-Manager-Sharaf-Retail-Dubai-United-Arab-Emirates,Full Time,Sharaf Retail -,"Dubai, United Arab Emirates "
Senior Retail Business Analyst (Product Manager),https://wuzzuf.net/jobs/p/g/LVE9duPz10cC-Senior-Retail-Business-Analyst-Product-Manager-Sharaf-Retail-Dubai-United-Arab-Emirates,Full Time,Sharaf Retail -,"Dubai, United Arab Emirates "
"Aladdin Business, Business Consultant, Vice President",https://wuzzuf.net/jobs/p/g/xoZw10lG64bl-Aladdin-Business-Business-Consultant-Vice-President-BlackRock-Dubai-United-Arab-Emirates,Full Time,BlackRock -,"Dubai, United Arab Emirates "
Environmental Engineer,https://wuzzuf.net/jobs/p/g/ooAeNtHoZQC6-Environmental-Engineer-ICM-Group-Riyadh-Saudi-Arabia,Full Time,ICM Group -,"Riyadh, Saudi Arabia "
Technical Network Engineering Lead_VOIS,https://wuzzuf.net/jobs/p/g/jOJK2jF50rkk-Technical-Network-Engineering-LeadVOIS-VOIS-Cairo-Egypt,Full Time,_VOIS -,"Cairo, Egypt "
Software Manager,https://wuzzuf.net/jobs/p/g/Rx177x6jAQio-Software-Manager-Gulf-Business-Machines-PND-Riyadh-Saudi-Arabia,Full Time,Gulf Business Machines PND -,"Riyadh, Saudi Arabia "
Sr Chemist/ Laboratory Services  - Polymers,https://wuzzuf.net/jobs/p/g/LPw2qIq9sCYu-Sr-Chemist-Laboratory-Services---Polymers-OQ-Riyadh-Saudi-Arabia,Freelance / Project,OQ -,"Riyadh, Saudi Arabia "
Full Stack Engineer,https://wuzzuf.net/jobs/p/g/trKI21H8kqZT-Full-Stack-Engineer-BoomBit-Dubai-United-Arab-Emirates,Full Time,BoomBit -,"Dubai, United Arab Emirates "
TIBCO Integration Developer,https://wuzzuf.net/jobs/p/g/DpikqiS211JV-TIBCO-Integration-Developer-Egybell-Cairo-Egypt,Full Time,Egybell -,"Cairo, Egypt "
Security Architect,https://wuzzuf.net/jobs/p/g/RHynqSFgPhh3-Security-Architect-Rackspace-Technology-Riyadh-Saudi-Arabia,Full Time,Rackspace Technology -,"Riyadh, Saudi Arabia "
IS Support Specialist,https://wuzzuf.net/jobs/p/g/P9z8tZbiZ24T-IS-Support-Specialist-MENA-Recruit-Riyadh-Saudi-Arabia,Full Time,MENA Recruit -,"Riyadh, Saudi Arabia "
Software Engineer,https://wuzzuf.net/jobs/p/g/UuNNznzdtKNg-Software-Engineer-Element-Materials-Technology-Dubai-United-Arab-Emirates,Full Time,Element Materials Technology -,"Dubai, United Arab Emirates "
